id	category	descript
1709	FOOD	This was my frist time at Cafe St. Bart's and I must say how delicous the food and the service was.
1710	FOOD	The food, drinks and service are clearly among the best in the city.
1711	MISC	Definately check it out!!!
1712	FOOD	but when we looked at the menu, there weren't a lot of choices, most of them were dumplings in the appetizer section.
1713	PAS	The atmosphere is much better than Sripraphai (more modern and sleek).
1714	FOOD	But after last night, Spice Grill is the only place I'm eating indian cuisine.
1715	FOOD	I have been a longtime fan of Holy Basil in the East Village, and while I do believe their food has slightly slipped in quality, I have been hesitant to be disloyal.
1716	MISC	I was there on sat.
1717	FOOD	sometimes i get bad food and bad service, sometimes i get good good and bad service.
1718	FOOD	Food was good not great not worth the wait or another visit
1719	FOOD	Little Tonino's is just awesome, our favorite delivery place in Kennsington, honestly the best Gnochi I have ever had!
1720	FOOD	To finish off such a delightful dinner experience you must have dessert, especially the White Chocolate Bread Pudding with Gelato and hot chocolate.
1721	PAS	Now it's so crowded and loud you can't even talk to the person next to you.
1722	MISC	I went to DF for Valentines Day dinner.
1723	MISC	Our friends have not arrived yet.
1724	FOOD	We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.
1725	MISC	But they do.
1726	FOOD	It's just O.K. pizza.
1727	FOOD	The pizza was delivered cold and the cheese wasn't even fully melted!
1728	PAS	The staff there is very attentive and down to earth.
1729	FOOD	These innovators of french indian fusion do a great job of making dishes as interesting as possible while still being accessible.
1730	FOOD	The staff is accomodating, the ambiance is exciting and yet relaxed, and the food is out of this world!
1731	MISC	Overall, I'm still impressed that the place even exists and the prices are quite decent but then again, its Chinatown.
1732	PAS	They charge $6.00 for rice.
1733	PAS	All the NYU students love this place so it makes for a fun young atmosphere.
1734	MISC	We were less than impressed.
1735	MISC	Saul is the best restaurant on Smith Street and in Brooklyn.
1736	FOOD	Cheese plate is a varied delight and great bargain at $10.
1737	FOOD	I must warn the reader that the portions sizes are very small (especially the appetizers), so if you plan to eat until you are full and do not intend to order the chef's special tasting menu, prepare to order and pay for an appetizer (1 dish for each person because the portions are not for sharing), a main entree, and the cold udon at the end of the meal.
1738	FOOD	I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service.
1739	MISC	I have to say that if this what makes it easier to get a saet a lunch- I dont mind.
1740	PAS	As far as the service goes, the waitresses were not particularly friendly, but they got the job done.
1741	MISC	When we left at 8:00 PM, it was packed and noisy.
1742	PAS	The ambience is authentic and relaxing and we have always received attentive and prompt service.
1743	FOOD	The fish was not fresh and the rice tasted old and stale.
1744	PAS	The entertainment was great they have shows that go on through out the dinner.
1745	FOOD	I recommend their Pad See Ew, Pork Chops or Tofu plates.
1746	PAS	The seating was if they were trying to get the maximum amount of people into the restaurant, so be nice to your neighbor when you dine here.
1747	MISC	We would return to this place again!
1748	MISC	This is the best thing in Soho.
1749	PAS	Make reservations but expect to be delayed 15-20 minutes as the hosting staff was having difficulty seating guests who arrived with a reservation because they probably had a lot of walk ins being so close to Time Square.
1750	MISC	Boy was I wrong!
1751	MISC	I complete the total bagel experience by having it lightly toasted.
1752	FOOD	Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...
1753	FOOD	Nice atmosphere, the service was very pleasant and the desert was good.
1754	FOOD	I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.
1755	MISC	it is not consistent.
1756	MISC	happy to be a regular at this place and would warmly recommend it to anyone.
1757	MISC	Love Pizza 33..
1758	FOOD	You can certainly find restaurants that offer a superior fine dining experience, but for superb food at reasonable prices, La Villa can't be beat.
1759	MISC	Its worth the wait though.
1760	FOOD	Ive been to many Thai restaurants in Manhattan before, and Toons is by far the best Thai food Ive had (except for my mom's of course).
1761	FOOD	then we ordered a dinosaur rolls and white tuna sashimi.
1762	MISC	great experience overall.
1763	FOOD	The wine and cheese plate are plentiful and can't wait to try the fondue or table grilling.
1764	MISC	Chance is a joke.
1765	MISC	This was one of the BEST restaurants I've ever been to.
1766	FOOD	Veal Parmigana - Better than Patsy's!
1767	PAS	I won't go back unless someone else is footing the bill.
1768	MISC	The strong scents coming from the left and right of me negatively affected my taste buds.
1769	MISC	Would recommend this place as a good date spot if you don't want to drop a ton of cash.
1770	MISC	We were pleasantly surprised.
1771	MISC	Skip this location and go to the one in Soho.
1772	MISC	I would highly recommend this place!
1773	FOOD	My friend got the mushroom pizza which tasted better.
1774	MISC	for my birthday and we had an excellent time.
1775	MISC	I would highly recommend this place to anyone looking for a casual atmosphere that whisks you away to the left bank of the river Seine.
1776	MISC	Bravissimo !!
1777	MISC	I had very high expectations for this place and made a reservation a couple of months in advance for a special occasion.
1778	PAS	Cornelia Street looks like a Broadway set for West Side Story and the inside of Po is so cool quaint you really can't top the setting for a romantic dinner in NYC.
1779	PAS	Some of the workers ignore me and talk to the female customers, other times, they've skipped my order.
1780	PAS	The place was quiet and delightful.
1781	FOOD	Each table has a pot of boiling water sunken into its surface, and you get platters of thin sliced meats, various vegetables, and rice and glass noodles.
1782	MISC	I have taken practically every guest that has come to visit me in NY and hooked a few New Yorkers onto Peep as well.
1783	MISC	I love the place.
1784	MISC	It is nearly impossible to get a table, so if you ever have the chance to go here for dinner, DO NOT pass it up.
1785	FOOD	The wine selection (by the glass and bottle) is wonderful and I always recommend that friends make a reservation if they're going to be in town.
1786	FOOD	Food is great and inexpensive.
1787	MISC	We weren't even at our table for more than an hour total.
1788	FOOD	The steak was very fatty and the sauce was overpowering and not very tasty.
1789	MISC	I went there for lunch and it was not as good as I expected from the reviews I read.
1790	FOOD	I have eaten there 3-4 times and the food was always good.
1791	MISC	Overall I would recommend it and go back again.
1792	FOOD	A cool place to hang with your friends for a couple of healthy drinks and desserts.
1793	MISC	Faan's got a great concept but a little rough on the delivery.
1794	FOOD	Nothing fancy but really good food with pretty reasonable price.
1795	MISC	I have walked by this place for eons and finally went thanks to a girls' night.
1796	MISC	Check it out.
1797	FOOD	I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.
1798	FOOD	As we were sitting eating the subpar food the manager proceeded to berate a couple of his employees for putting out the wrong containers for condiments and explained to them how expensive these containers were.
1799	PAS	They wouldnt even let me finish my glass of wine before offering another.
1800	PAS	This place would be so much better served by being run by a group that actually understands customer service.
1801	MISC	As soon as I wake up on a saturday or sunday it is the first thing on my mind is when and how I will be getting to fried dumpling.
1802	FOOD	The Pad thai, lad nar and various other dishes all look good on paper but, I've had better thai food in less asthetically pleasing places.
1803	PAS	This place is the most Japanese it can ever get.
1804	PAS	The service is ok, some of the people didn't get what they asked for.
1805	PAS	Because we didn't have a reservation, we could only sit in the back garden, but it was great, secluded and perfect in nice weather.
1806	MISC	It was wonderful.
1807	FOOD	Their sake martini is wonderful.
1808	FOOD	If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.
1809	PAS	And affordable.
1810	MISC	If just to drop in, quickly stuff yourself and jet out -- to keep their turn-over.
1811	PAS	The service, however, was a bright flower in a garden.
1812	FOOD	After we got our sashimi order, I could not believe how small the portions were!
1813	MISC	This was the worst dining experience I've ever had.
1814	FOOD	As for the bar, this is another bad idea.
1815	FOOD	Spice is great Thai food, love the inexpensive appetizers.
1816	FOOD	Staffs are not that friendly, but the taste covers all.
1817	MISC	Based on a visit a month ago, I returned the week before Christmas and was hugely disappointed.
1818	PAS	Ask for Usha, the nicest bartender in manhattan.
1819	MISC	Took my sister here before attending a show one evening.
1820	FOOD	The meat dishes were only so-so.
1821	MISC	If you are the type of person who likes being scared and entertained, this is a great place to go and eat.
1822	FOOD	This is one of the best comfort food places in the city.
1823	FOOD	Their coffee is quite good too!
1824	FOOD	It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area.
1825	FOOD	The sauces used are also not that exciting.
1826	MISC	I thought this place was totally overrated.
1827	FOOD	My suggestion is to eat family style because you'll want to try the other dishes.
1828	PAS	Also they were $15 each!
1829	FOOD	Considering their price of $6.25 for lunch special, the dish was ridiculously small.
1830	MISC	I am going to the mid town location next.
1831	PAS	Indoor was very cozy and cute.
1832	PAS	In reality (to maximize potential diners) they were still taking phone reservations and reallocating tables of those waiting in the lobby.
1833	FOOD	Service is great, takeout is good too.
1834	FOOD	The food's as good as ever.
1835	PAS	Nice restaurant overall, with classic upscale Italian decor.
1836	MISC	Bon appettite!!
1837	MISC	for out-of-towners who will get a big thrill out of the location!
1838	MISC	On a monthly basis my friends and I get together and have a girls night out.
1839	MISC	The only possible drawback to this last point is that as of the date of this posting, the additional menu items are only written in Chinese.
1840	PAS	This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.
1841	FOOD	The food, served in small tasting portions (as an option) is very good with each dish being better than the next.
1842	FOOD	My wife and I ate here earlier this week and have not stopped ranting and raving about the food.
1843	PAS	Well, this place is so Ghetto its not even funny.
1844	MISC	Heartland Brewery is a great way to start or finish your day.
1845	FOOD	the real kicker of the menu, however, is the beef cubes or the chicken with chili and lemon grass.
1846	FOOD	Consequently, their burgers fell apart in their hands and made such a mess that they did'nt feel like finishing them.
1847	FOOD	Wonderful strawberry daiquiries as well!
1848	FOOD	All the pastas are fantastic and the homemade lasagna is some of the best that I have had in the City.
1849	PAS	Not cheap, but not that expensive either.
1850	MISC	On a recent Sunday afternoon, a friend and I accidently found this great restaurant on our way to see the pulitzer prize winning play DOUBT.
1851	FOOD	However, they've got the most amazing pastrami and the soups hit the spot.
1852	MISC	I have to say that I am pleasantly suprised and I will most likely stop in again if I am in the neighborhood.
1853	FOOD	Definite go if you're used to good Indian restaurant food from abroad.
1854	PAS	It's also attached to Angel's Share, which is a cool, more romantic bar...
1855	MISC	The only other steakhouse that seems to hold a candle to Roth's is the Strip House.
1856	PAS	Complimentary stuff kept coming, and when the waiter saw me opening a gift, I received my dessert on a plate that had Happy Birthday written on it, with a candlevery nice touch, and attentive staff.
1857	MISC	Going to Ballato's is like coming home and eating in my own kitchen, an absolute delight!
1858	FOOD	The drinks are always welll made and wine selection is fairly priced.
1859	MISC	This place must have cost the owners afortune to build.
1860	MISC	Sure, everyone's got their favorite, but to know Sal, is to know New York.
1861	FOOD	The food was so-so.
1862	PAS	It is LOUD, HOT and DARK.
1863	FOOD	My husband and I both ordered the Steak, medium.
1864	FOOD	We all had the tasting menu and unlike some of the other reviews, I felt there was more than enough food.
1865	FOOD	So much more than the usual bar food, go there to enjoy the menu while sampling one of their hand-crafted beers.
1866	MISC	Go for it!
1867	FOOD	My fish was delicious in an incredible curry sauce.
1868	MISC	My husband and I have been there a couple of times and each time we sat at the sushi bar (chef Yoshi) and ordered everything ala carte.
1869	MISC	Ok, for all of us growing up in the Village of NYC, we have spoiled by a plethora of restaurants, most of which stay open very late.
1870	FOOD	The main course had an average portion, and was decent overall.
1871	PAS	The hostess is rude to the point of being offensive.
1872	PAS	Friendly staff that actually lets you enjoy your meal and the company you're with.
1873	PAS	Although be warned their dinner menu to sit and take out prices are different.
1874	FOOD	Le Pere Pinard has a $15 pre-theater menu that is outstanding.
1875	PAS	Most of the servers are very attentive, friendly and quite attractive.
1876	FOOD	We saw them heating up at least one frozen item though I'm not sure which dim sum dish it was.
1877	MISC	Another welcome addition to the neighborhood.
1878	MISC	Sapphire is the only Indian restaurant I go to when I'm in NYC.
1879	PAS	Definitely not worth the price!
1880	FOOD	The menu may be small, but everything on it is delicious.
1881	PAS	Only drawback - they won't toast your bagel, and they don't make eggs for the bagel.
1882	PAS	Probably much busier for lunch, it's seldom crowded for dinner (too close to downtown).
1883	MISC	Tell them Herky sent you and get a free confused look from the waiter.
1884	PAS	Where Gabriela personaly greets you and recommends you what to eat.
1885	PAS	Also, the place is popular with families, so if you're bothered by children running loose like wild animals, come later at night to avoid them.
1886	FOOD	We usually just get some of the dinner specials and they are very reasonably priced and very tasty.
1887	FOOD	The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.
1888	MISC	I stumbled upon this second floor walk-up two Fridays ago when I was with two friends in town from L.A. Being serious sushi lovers, we sat at the sushi bar to be closer to the action.
1889	PAS	(and I have eaten my share) Which impresses me for having such a large amount of people to serve.
1890	FOOD	The soup is pretty good too.
1891	MISC	This quiet dark asian bistro is well worth the trip.
1892	FOOD	Although, one night we went it was super cheesy, and another night it was less cheesy.
1893	FOOD	They should have called it mascarpone with chocolate chips-good but a far cry from what the name implies.
1894	MISC	There's something smooth about sipping sake upper east side style.
1895	FOOD	Stay away from the latter since you won't go for seconds (hint hint).
1896	PAS	The cafe itself was really nice with comfortable outdoor chairs and tables, but the service could have been better.
1897	PAS	The well mannered, pleasant staff that Tony has in his employ.
1898	FOOD	An oasis of refinement:  Food, though somewhat uneven, often reaches the pinnacles of new American fine cuisine - chef's passion (and kitchen's precise execution) is most evident in the fish dishes and soups.
1899	MISC	I wish they had one near my office- I would go everyday.
1900	PAS	and for this i had to shell out a small fortune?
1901	MISC	Everything is for sale in here including the sculptured iron statue on the table.
1902	PAS	We generally like good restaurants and eat out often but Kai was way to expensive for what we got.
1903	FOOD	Small servings for main entree, i had salmon (wasnt impressed) girlfriend had chicken, it was good.
1904	MISC	I love to visit Murrays for my bagel fix.
1905	FOOD	- i asked for them spicy and they were delicious).
1906	PAS	The service is always bad though, don't expect much of anything from your server, and I would not recommend bringing a date here either.
1907	PAS	The staff has always been friendly without seeming grating, and the chef has greeted us on a couple of occasions.
1908	FOOD	That is a problem since we paid about 20 bucks a dish, and had to order 5 dishes to get a decent taste.
1909	FOOD	Unfortunately, the food is outstanding, but everything else about this restaurant is the pits.
1910	FOOD	I love and I know gourmet food by excellence!
1911	FOOD	Well, their deliveries take for ever and the food is usually cold.
1912	PAS	Upon entering, we were greeted by the owners, Steven and Frederick, who went out of their way to be more than gracious hosts.
1913	MISC	Bravo, Blue Hill!
1914	FOOD	Fish was overdone.
1915	MISC	The worst excuse for Japanese food I've ever encountered.
1916	FOOD	I've been coming here as a child and always come back for the taste.
1917	FOOD	During the course of the past 3 months, the chef and staff changed and it was not for the better.
1918	MISC	You order from a menu, so you leave feeling like you missed the full experience.
1919	FOOD	The restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal
1920	MISC	Enjoy!
1921	FOOD	word of advice, save room for pasta dishes and never leave until you've had the tiramisu.
1922	FOOD	Especially liked chicken tikka and the naan, and the dals.
1923	MISC	Would NEVER go back there.
1924	PAS	If you want to save some money, don't go here.
1925	MISC	On a hot day it was fabulous to stop in and enjoy lunch.
1926	FOOD	The steak is good, the fish is good and the sushi was surprisingly great.
1927	MISC	There are much better places in NY with better prices.
1928	PAS	Not worth the prices.
1929	MISC	Fantastic place.
1930	FOOD	I really recommend the very simple Unda (Egg) rolls.
1931	FOOD	and yes Dal Bukhara is so dam good and so are all the kababs.
1932	PAS	We had the most wonderful waitress.
1933	FOOD	The prices are exceptionally reasonable for food of this caliber.
1934	FOOD	We began with the cheese fondue (the artisanal blend) and added apples and kielbasa to dip.
1935	FOOD	i've been to sapphire twice and both times the food was fine, if not good.
1936	MISC	I highly recommend it.
1937	MISC	keep up the good work.
1938	PAS	One would think we'd get an apology or complimentary drinks - instead, we got a snobby waiter wouldn't even take our order for 15 minutes and gave us lip when we asked him to do so.
1939	MISC	You can't go wrong with this place.
1940	MISC	But this place is a well-oiled machine so they know what they're doing.
1941	FOOD	The selection changes frequently but the basic dishes are always available.
1942	FOOD	Everything looks great, the drinks, the decor, the food, even the people.
1943	PAS	Also very inexpensive.
1944	FOOD	My first time there I happened not to like the Crab Croquette apt that i ordered and they were happy to change it for me without making no big deal.
1945	PAS	great for a romantic evening, or a fun evening with friends...
1946	PAS	The best part of the experience was knowing that the manager (a bubbly, friendly young woman with a great smile) truly cared about how we were doing.
1947	MISC	I've been frequenting The Tasting Room since it first arrived in the East Village and I've never been disappointed.
1948	MISC	came here for restaurant week, didn't save much, but it was still great.
1949	FOOD	Best drumsticks over rice and sour spicy soup in town!
1950	MISC	strike up a conversation with the attorney next to you, or with the local union worker on the other side.
1951	MISC	This is the kind of place you'd like to take all your friends to and still keep a secret.
1952	PAS	A++   The service was good to excellent along with the attitude.
1953	MISC	I'm glad I was introduced to this place and this is a rare gem in NY.
1954	PAS	There are a few Italian employees who may not speak the best English but for me that adds to the experience.
1955	MISC	I go twice a month!
1956	MISC	Not what I wanted to hear.
1957	FOOD	If you are someone who appreciates simplicity, elegance, and wonderfully presented and tasting seafood and vegetables regardless of portion size, Kai is your place.
1958	PAS	Over the years the host, Vittorio, and his crew, have always treated me as family--although with all the business this not-so-little gem does, it amazing he's even able to remember a consistent but not-so-frequent visitor.
1959	FOOD	This wasn't the expected menu comprised only of pad thai and tom yum soup, but I thought that was what made the place so special.
1960	FOOD	The food was very good, but not very thai.
1961	MISC	We had a girls' night dinner here for restaurant week.
1962	FOOD	The food is great.
1963	PAS	Its location is good and the fact that Hutner College is near and their prices are very reasonable, makes students go back to Suan again and again.
1964	MISC	Ive been here so many times the waiters know my name.
1965	MISC	I am French and I really felt like home!!!
1966	MISC	Others have to go to other restaurants and feel sad until they're eaten.
1967	PAS	But who says Murray's is anything about service.
1968	MISC	Suan was a recommendation that I am glad we heeded.
1969	MISC	I am not the most experienced person when it comes to Thai food, but my friend who took me there is.
1970	MISC	We always go there on the weekends and leave extremely full and satisfied.
1971	MISC	They are amazing!
1972	MISC	Highly Highly Highly recommended!
1973	FOOD	The 'kamasutra' and 'bombay cosmopolitan' are excellent and will have you tipsy in no time.
1974	PAS	The atmosphere is nothing special, but it feels like a Sushi establishment in Tokyo.
1975	FOOD	both are very reasonably priced (around $8 for dinner and $5 for lunch), and are delicious and filling.
1976	MISC	What more can you ask for?
1977	PAS	Its not the same if you have to sit inside.
1978	FOOD	I ordered tamarind duck and my wife ordered noodles with ground beef, and we were both delighted by the way the dishes evoked Thai flavors in unexpected ways.
1979	PAS	They refuse to seat parties of 3 or more on weekends.
1980	MISC	OU MUST TRY THIS RESTAURANT.
1981	FOOD	those rolls were big, but not good and sashimi wasn't fresh.
1982	FOOD	I LOVE their Thai noodles with shrimp and chicken and coconut juice is the MUST!
1983	FOOD	The food is fresh, delicious, and reasonably priced.
1984	PAS	No one asked what was wrong as we left with nothing touched on our plates.
1985	MISC	Three strikes and this restaurant is out.
1986	PAS	The wait staff is very freindly, they make it feel like you're eating in a freindly little european town.
1987	MISC	Besides, we were on vacation!
1988	FOOD	I had the black cod with yuzu sauce, which was wonderful.
1989	FOOD	Unique apppetizers.
1990	FOOD	The brioche and lollies as party favors is a cute and sweet touch to a most memorable meal.
1991	FOOD	Trust me, it will be great, and all of it will be devoured in no time.
1992	MISC	Planet Thai is great!
1993	FOOD	The corned beef was tender and melted in my mouth.
1994	FOOD	Decent wine selection too.
1995	PAS	We made early dinner reservations and were thoroughly impressed, reminds me of my grandfather, its old school Italian scenery with lots of fun stuff to admire.
1996	FOOD	The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.
1997	MISC	I plan on stopping by next week as well.
1998	FOOD	The dinner menu is diverse and top-notch as well.
1999	PAS	The service is awful--the last time I was there (and I do mean the last time) we were told that they needed our table so we would have to leave.
2000	MISC	I was really disappointed ant wanted to tell everyone not to go eat or even take out food from there.
2001	MISC	Joe's Pizza used to have the best slice until this pizzeria opened up.
2002	PAS	Two words: Free wine.
2003	FOOD	It's like they took leftover chicken, poured oil and sprinkled pepper powder over it (the sauce was translucent and red).
2004	FOOD	too large for just two people but nothing was left.
2005	MISC	And comparing it to the Chinatown restaurants is simply not fair.
2006	FOOD	The cuisine from what I've gathered is authentic Taiwanese, though its very different from what I've been accustomed to in Taipei.
2007	PAS	And the bill was outragous.
2008	PAS	The all-Italian staff is warm and engaging from the start.
2009	MISC	I went with my fiance on a Tuesday evening.
2010	FOOD	The sushi has been from average to below average, the wait service has always been sub-par the atmosphere goes from nice to really irritating (if you sit in the area beyond the kitchen, the acousitcs are horrid, everything echoes is extremely loud).
2011	FOOD	The Thali was small, thoroughly unremarkable, and $14.95.
2012	FOOD	The food is uniformly exceptional, with a very capable kitchen which will proudly whip up whatever you feel like eating, whether it's on the menu or not.
2013	PAS	The service is a bit slow, but harkens back to my years growing up in Napoli, Italy where things are not rushed and when you sit down for dinner the table is yours all night.
2014	FOOD	My biggest complaint was the un-tasty food although presented well.
2015	MISC	I cannot imagine you not rushing out to eat there.
2016	FOOD	INCREDIBLY POOR SERVICE AN FOOD QUALITY AT EXORBITANT PRICES.
2017	FOOD	Great food, great lay out and awesome service.
2018	FOOD	I fell in love with the egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork.
2019	PAS	Alone for 100 bucks, it is really overprice.
2020	MISC	Get it together.
2021	PAS	Our first greeting when we entered was The last call is at 10:15.
2022	MISC	However, I do not understand the extraordinary hype about this restaurant.
2023	FOOD	Other apetizers and food
2024	MISC	We have tried every Thai restaurant between Atlantic Avenue and 4th Streets, and Joya is the best.
2025	PAS	And the prices were way to high for what you get.
2026	FOOD	This dish is my favorite and I always get it when I go there and never get tired of it.
2027	FOOD	Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.
2028	PAS	We were told that they were booked solid and no other table was available.
2029	MISC	We got most of it back at home with us.
2030	MISC	We left, never to return.
2031	MISC	Check it out
2032	PAS	Delivery is fast too.
2033	FOOD	The food has been consistant for years and it never lets you down.
2034	FOOD	Have frequented 'ino for several years and the food remains excellent.
2035	FOOD	Interesting other dishes for a change include chicken in curry sauce and salmon caserole.
2036	MISC	Just went here for my girlfriends 23rd bday.
2037	FOOD	The food was terrific and the service classy, attentive, without being overbearing.
2038	PAS	Had we been stalling I could understand where they were coming from, but we had been there less than an hour and they hadn't even brought us a check yet!
2039	PAS	The atmosphere is great!!!
2040	MISC	Suan has challenged this loyalty.
2041	FOOD	He was terribly thirsty after the meal too.
2042	FOOD	The wine list isn't great, and the desserts are shipped in from Bruno's down the street, which is not as good as it used to be.
2043	FOOD	Other guests enjoyed pizza, santa fe chopped salad and fish and chips.
2044	PAS	We couldn't carry our conversation as we were routinely interrupted by waitress and servants asking us to order and hinting that we're taking too much time -- amazing, we just sat down.
2045	FOOD	You must try the shrimp appetizers.
2046	FOOD	Highly recommended is the Spicy Fried Clam Rolls and Spider Rolls.
2047	PAS	They never brought us complimentary noodles, ignored repeated requests for sugar, and threw our dishes on the table.
2048	MISC	My roommate and I LOVE this place.
2049	FOOD	not only does make the best pizza in NY , maybe anywhere.
2050	FOOD	BUt their best dish is thh Thai spiced curry noodles with shrimp - a dish that would cost $23.95 is most places, but it is $16 here.
2051	MISC	I lOVE THIS PLACE!
2052	MISC	Nothing special about this place.
2053	PAS	We took advanatage of the half price sushi deal on saturday so it was well worth it.
2054	FOOD	I would definitely recommend SEA if you like thai cuisine!
2055	FOOD	The atmosphere is unheralded, the service impecible, and the food magnificant.
2056	PAS	Emilio, the owner, is often sitting in the front table greeting guests as they come and go.
2057	MISC	I'm sure I'll return for a final judgement tho.
2058	PAS	Behind this counter, two men are squeezed in.
2059	PAS	They all know you.
2060	MISC	Wouldn't recomend it for dinner!
2061	FOOD	It's the perfect restaurant for NY life style, it got cool design, awsome drinks and food and lot's of good looking people eating and hanging at the pink bar...
2062	MISC	I've been to at Cafe Spice probably 5-8 times, it is probably still the best Indian restaurant around Union Square.
2063	MISC	I LOVED THE SHOWS.
2064	MISC	A wonderful place!
2065	MISC	This is the perfect spot for meeting friends, having lunch, dinner, pre-theatre or after-theatre drinks!
2066	PAS	Obviously run by folks who know a pie.
2067	FOOD	They were such a rip-off ($8.95 for four small meat patties in steamed buns) and not worth trying.
2068	PAS	The staff is also attentive and friendly.
2069	FOOD	Just because it's cheap does NOT mean the portions are small or the food is nasty, IT IS GREAT!
2070	PAS	When my dessert came, there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift, and said he knew it was a special occassion of some sort.
2071	MISC	I'm from sichuan, this is the restaurant I recommend going.
2072	PAS	we did notice however, that some tables had what looked like pita instead of naan.
2073	FOOD	Try the crunchy tuna, it is to die for.
2074	FOOD	It looked like shredded cheese partly done - still in strips.
2075	FOOD	They did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it.
2076	PAS	I found it on a cold night, the perfect spot to warm up.
2077	FOOD	The fried rice is amazing here.
2078	PAS	Toons has recently been redone, so it's now a very attractive space.
2079	FOOD	They've the best desserts and mixed drinks as well as snack foods.
2080	MISC	Heartland Brewery is by far one of the best places in NYC to make new friends and catch up with old ones.
2081	FOOD	We a menu that rearely changes,e xcept for one or two specials, the quality and care they put in thier food in evident.
2082	FOOD	Great food at reasonable prices.
2083	FOOD	The crust is thin, the ingredients are fresh and the staff is friendly.
2084	PAS	It is a lot of fun with live entertainment and all kinds of Disney type special effects.
2085	PAS	Great for groups, great for a date, great for early brunch or a nightcap.
2086	FOOD	All the food was hot tasty.
2087	PAS	Plus, when our entrees were held up in the kitchen on a busy Saturday night, the owner sent over complimentary summer rolls to hold us over!
2088	FOOD	Frankly, when you compare what you can have here for lunch, versus McDs or so many other sandwich shops in the city, there is no comparison.
2089	MISC	All I can say is WOW!
2090	MISC	Definitely Highly NOT recommended.
2091	MISC	Alain Ducasse is the best of everything, I mean everything was excelent.I
2092	PAS	Service was prompt and courteous.
2093	PAS	From the moment we walked in they were more than accomodating even though the place was packed.
2094	FOOD	I particularly love their yellowfun tuna and their mussel selection.
2095	FOOD	Even if the food wasn't this good, the garden is a great place to sit outside and relax.
2096	FOOD	Light, refreshing summer rolls (not fried) remind me of Vietnamese places in Paris.
2097	FOOD	Pair you food with the excellent beers on tap or their well priced wine list.
2098	FOOD	Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.
2099	FOOD	They are the best bagels I've had.
2100	FOOD	We have been to this place many times, and always have great food, wine, and service.
2101	FOOD	Usually 3 vs. 4 items per dish.
2102	MISC	But people from Sichuan will die for it)  - Chongqing Hot Pot, chongqing was the biggest city of Sichuan, now became an independent province.
2103	MISC	I had a late dinner at Lucky Stike, a great name for a joint if ever I saw one.
2104	FOOD	While they keep the capex to a minimum, they do put some cash into the bagels, because they among the best in the city.
2105	PAS	Service was slow had to wait to order and get food although not crowded.
2106	PAS	A very inviting restaurant, with friendly service.
2107	FOOD	The Thai ice tea was amazingly smooth and yummy!
2108	FOOD	Delicious food, excellent service, and a pretty atmosphere make this a great choice for dinner and the $5.99 lunch buffet makes it an even better choice for lunch!
2109	PAS	The owner and staff are all Japanese as well and that adds to the entire ambiance.
2110	MISC	We arrived on time for our reservation and seated promptly.The
2111	MISC	I never had anything I didn't like here.
2112	PAS	I ordered a Lassi and asked 4 times for it but never got it.
2113	FOOD	The bar is very well stocked with interesting beers and well priced wines.
2114	MISC	I will go back to Suan soon!
2115	FOOD	I would recommend Roxy's for that, but not for their food.
2116	FOOD	I recommend this spot to anyone who enjoys  fine cuisine at reasonable prices.
2117	MISC	We were exploring Grand Central and didn't want to eat in the food court.
2118	FOOD	We love the food, drinks, and atmosphere!
2119	MISC	Stumbled upon this gem of a pizza place and I will be going back frequently.
2120	MISC	I would go back tho.
2121	FOOD	While the room is not particularly comfortable, once you're seated you'll forget about everything except what's on your plate.
2122	FOOD	The sake menu should not be overlooked!
2123	PAS	No dress codes, no attitudes, plenty of comfort companionship, a great place to relax in an always busy Midtown.
2124	FOOD	I asked for seltzer with lime, no ice.
2125	MISC	Went to Ottimo and was expecting outstanding pizza (as I love La Pizza Fresca).
2126	FOOD	Great food, great prices, great service.
2127	PAS	And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).
2128	FOOD	Tuk Tuk is one of those comfortable neighborhood joints where you know you will always have a good meal at a fair price.
2129	FOOD	For the price, you cannot eat this well in Manhattan.
